Metin,Sınıflandırma
PKK'nın HDP'ye Aidiyeti,SALDIRGAN
Ermeni Kökenliler ve PKK,SALDIRGAN
HDP'nin Terör Örgüt Bağlantıları,SALDIRGAN
Canan Kaftancıoğlu denen Ermeni dölü PKK'lısı vatana ihaneti içeri atacak bir mahkeme yok mu?,SALDIRGAN
Ermeni dölü Canan Kaftancıoğlu ile birlikte PKK'lının vatana ihanetini yargılayabilecek bir mahkeme ne yazık ki yok.,SALDIRGAN
"Bu kadar Ermeni dölü PKK lısı varken, gerçek vatanseverlerin voicesi ne kadar etkisiz kalıyor.",SALDIRGAN
Canan Kaftancıoğlu gibi PKK'lılardan vatana ihaneti soruşturacak bir mahkeme var mı?,SALDIRGAN
"Ermenilerin bir an önce ülkelerinden gitmesi gerekiyor, kadar Ermeni tohumu varsa tweetin altına toplanmış",SALDIRGAN
Ermeniler ülkemizden gitmeli,SALDIRGAN
Kadar ermeni tohumu kalmışsa hep birlikte bu sorunu çözelim,SALDIRGAN
kendi tabiatını kirletir kötüyse aziz devletimin arşivi açılır millete mirasımız anlatılır dedelerimiz inonuyu anlatırdı hain korkak ermeni ordan biliriz atatürke cok ihanet etti ataturkun şöföru bile hatırasında yazaryani yeni nesiliz naptı bilmiyoruz,SALDIRGAN
"Kendi tabiatını kirleten bu kötüler için devlet arşivi açılmalı. Milletimize mirasımız anlatılmalı. Dedelerimiz gibi hain ve korkak ermeni ordan biliriz. Atatürke çok ihanet edildi, atatürkün şoförü bile hatırasında yazıyordu. Yeni nesiliz naptı bilmiyoruz.",SALDIRGAN
"Sertçe ve hakaret dolu olan bu insanlar için devletin arşivi açılmalıdır. Milletimize mirasımız olan bu hikaye anlatılsın ki bu hainleri tanısak. Dedelerimiz gibi korkak bir ermeni ordan biliriz, Atatürke çok ihanet ettikleri için lanet olsun onlara.",SALDIRGAN
"Bu kötülerin kendi tabiatlarını kirletmesinden dolayı devlet arşivi açılmalı ve milletimize mirasımız olan bu hikaye anlatılsın. Dedelerimiz gibi hain korkak bir ermeni ordan biliriz, atatürke çok ihanet ettiler ve lanet olsun onlara.",SALDIRGAN
annelerleberaberizyasenmazlum Anadolu çocuklarını Ermeni terör örgütü HDP-KK bırakmayacağız,SALDIRGAN
"Annelere beraberiz, mazlum Anadolu çocuklarını Ermeni vahşeti ve HDP-KK teröründen kurtarıp onlara barış ve huzur sağlayamayız",SALDIRGAN
"Ermeni katilleri ile aynı masaya oturmazsınız, mazlum Anadolu çocuklarımızı HDP-KK gibi örgütlerden kurtarmadıkça asla barışa ulaşamayız",SALDIRGAN
"Kürt kardeşlerimi seviyorum, yazdım bunlar",SALDIRGAN
Ermeni taşnaksutyunhoybun ermeni terör örgütünün aparatları asala bitirildiğinde artıkları bekaa vadisine aponun himayesine sığındılar asala hala orada,SALDIRGAN
asala bitti peşinden pkk hortladı tesadüfmü tabiki hayır kürt coğrafyasında ben ermeniyim dese takılırdı peşlerine bunlar ermeni olmasa eşikteki beşikteki kürt bebeleri katledemezlerdi kısaca bunlar kürtlüğü paravan olarak kullanan ermeni̇lerdi̇rbirannebirdevrimdoğurur,SALDIRGAN
"Bu ülkede herhalde pkk bir anneanneden doğmuş olmalı ki, asala'nın hesabını sormak için hep birlikte 30 yaş üstü bazı insanları katleden ama kürt coğrafyasında ne yaptıklarını bilen yok gibi!",SALDIRGAN
Aşağılık kürtler asala'dan daha mı güçlüydiler?,SALDIRGAN
"Bu ülkenin son derece cahil ve aşağı bir halkı, kürtlerin oluşturduğunu unutmak mümkün değil.",SALDIRGAN
Asala'nın hesabını sormak için hep birlikte 30 yaş üstü bazı insanları katleden ama kürt coğrafyasında ne yaptıklarını bilen yok gibi!,SALDIRGAN
"Serkan İnci'yi ben engellemişim, Tiviti önüme düşürüp sinirim bozulmasın onun peşinden gitmekle suçlanıyorum yahu adamların önceki şarkılarında yazdığı sözler ortada diyor iyi Ermeni ölü Ermeni öteki diyor kürtlere ölüm öteki kız arkadaşına seni öldürürüm",SALDIRGAN
Sen kimsin ki ben engelleyeyim?,SALDIRGAN
"Tivit'in peşinden gitmekle suçlanıyorum, adamların önceki şarkılarındaki sözleri görmüyor musun?",SALDIRGAN
"Serkan İnci'ye karşı sen ne yapıyorsun, küfrü körüklüyoruz",SALDIRGAN
halk gorsun bunu kapisina gittik eyt olarak cift dendik yuhlandik ulkenin ekonomisini bile batirdik imasi bosis dediler bir tek kaldi bizi suriyeye gonderin onlari alin nasil olsa ermeni yahudi zannettiniz secim zamani gorursunuz,SALDIRGAN
"Bu işten bıktık ve kapıya gittik, eyt olarak çifte döndü, yuhlandı, ülkeyi ekonomisi bile battırdık gibi imajı boş bir iddiadan başka bir şey değil dediler. Bir tek kaldı ki bizi Suriye'ye gönderin oralarda onları alın nasılsa Ermeni Yahudi zannettiniz seçim zamanı göreceksiniz",SALDIRGAN
Halk gorsun bunun yuzunden cift dendik ulkenin ekonomisini bile battik ulkede imasi bosis gibi dediler bizleri suriyeye gostermenin ne ala nasil olsa ermeni yahudi zannettiniz secim zamani gorursunuz,SALDIRGAN
Ulkemizdeki halk gorsun bu durumdan dolayı cift dendik ulkenin ekonomisini bile battik gibi imaj bohis oldugu bir iddiadan baska birsey degildir dediler bizleri suriyeye gostermenin ne ala nasil olsa ermeni yahudi zannettiniz secim zamani gorursunuz,SALDIRGAN
"Canan Kaftancıoğlu, 'Hakikaten dönmeyeceğim demiş hakikat dediği Atatürk cumhuriyetine düşmanlık PKK Ermeni seviciligi vs vs say say bitmez yerin demir parmaklık arkası kanas Canan'",SALDIRGAN
"Canan Kaftancıoğlu, 'Hakikaten dönmeyeceğim demiş, hakikat dediği Atatürk cumhuriyetine ve Türkiye'nin değerlerine düşmanlık eden PKK'yı ve Ermeni seviciliği gibi bölücü unsurları destekliyor. Yerin demir parmaklığın arkası kanas gibi, her sinsi planın arkasında bir yalan var.",SALDIRGAN
"Bu milletin en büyük düşmanı Canan Kaftancıoğlu'nu dinleyeceğim mi? Her yerin demir parmaklığının arkasına, yalan ve iftira doluyor. Atatürk'ü ve cumhuriyeti hicveden bu tip insanlar Türkiye'nin çıkarlarını ve değerlerini ne kadar sevdiğine bakarak sınıyoruz.",SALDIRGAN
"Canan Kaftancıoğlu, Atatürk'ün düşmanı ve PKK'yı destekleyen biri. Yerin demir parmaklığındaki yalanlar ve iftiralar hep bu tiplerin işidir.",SALDIRGAN
Soyludanistanbul chpliler tam vatan haini olmuş sakine ye destek olur ermeni soykırımı nı savunur destek olurlar hdpyi destekler pkk para aktarsanız yanınızdayım der israf dan bahsedip herşeye zam yapar insanları destekleyenin zerre amacı yoktur,SALDIRGAN
"Soyludanistanbul chp'li bir vatan hainini buldum, Sakine'ye desteğini saklamadı, Ermeni soykırımını savunur, HDPYİ'yi de destekliyor. Para aktarırsanız yanınızdayım der, israfı ve herşeye zam yapılmasını savunuyor.",SALDIRGAN
"Bu chp'li vatan haini Sakine'ye destek veriyor, Ermeni soykırımını savunuyor ve HDPYİ'ye de katılmış!",SALDIRGAN
Sakine'yi destekleyen bu chpli vatan hainini buldum. Pkk para aktarsanız yanınızdayım derken insanları sömürüyor.,SALDIRGAN
"[Canan Kaftancıoğlu, siz de o kadar bir pkk'lısınızdır.",SALDIRGAN
Siz de Ermeni tohumundan üretilmiş bir pkk'sınız,SALDIRGAN
"Bu pkk, sizin de geneline bulaşmış gibi",SALDIRGAN
bunlar kürt değil ermeni arkadaşlar yıllarca kürtlerle iç içe yaşadım abdestinde namazında tertemiz çalışkan insanlardı kemalselahattincanan tarz kişileri iyi inceleyin birisinin türk Kürt olduğunu göreceksiniz abd ye köpeklik yapan Ermeni dölüdür,SALDIRGAN
"Kürt değil bunlar, ermeni arkadaşlar yıllarca Kürtlerle iç içe yaşadılar ve tertemiz çalışkan insanlardı. Kemal Selahattin Canan tarzında kişileri iyi inceleyin, yoksa birinin Türk Kürtlüğünü göreceksiniz. Abd'ye köpeklik yapan Ermeni dölüdürler.",SALDIRGAN
"Bunlar Kürt değil, Ermeni arkadaşlardır. Yıllarca Kürtlerle iç içe yaşadılar ve abdestinde namazında tertemiz çalışkan insanlardı. İyi inceleyin, Kemal Selahattin Canan tarzında kişilerin içinde birilerinin Türk Kürtlüğünü görecekler, ama abd'ye köpeklik yapan Ermeni dölüdürler.",SALDIRGAN
"Kürt değil bunlar, Ermeni arkadaşlardır ve yıllarca Kürtlerle iç içe yaşadılar. Tertemiz çalışkan insanlardı ve Kemal Selahattin Canan tarzında kişilerin içinde birilerinin Türk Kürtlüğünü görecekler, ama abd'ye köpeklik yapan Ermeni dölüdürler.",SALDIRGAN
"Bir Ermeni artığı terör propagandasından 9 yıl 9 ay cezaya çarptırıldı, anasından emdığı burnundan gelsin inşallah.",SALDIRGAN
Ermeni bir suçlu terörü tanıyanlar 9 yıl 9 ay ceza yapsın,SALDIRGAN
"Terör propagandası yapanlar 9 yıl 9 ay hapis yatsın, anasından emdikten sonra gelsin",SALDIRGAN
9 yıl 9 ay cüce terör propagandası yaptığını itiraf edenlere hapis cezası verilsin.,SALDIRGAN
canan kaftancıoğluna yaklaşık 10 yıl hapis cezası verildi ses yine kadar ermeni yahudi ateist putperest müptezel varsa onlardan çıktı cananı savunanların alayı pkk sevicilerdir kadının türkiye chp zaten bir alakası yoktu neyse hapiste helal et yer,SALDIRGAN
"Ermeni yahudi ateist putperest müptezel Canan Kaftancıoğlu'nun savunduğu PKK'cıların alayıdır, türkiye chp'nin kadının bir alakası yok.",SALDIRGAN
Canan Kaftancıoğlu'nun 10 yıl hapis cezasına sevinecek ermeni yahudi ateist putperest müptezeller kadının türkiye chp'den bir alakası yoktu.,SALDIRGAN
"Canan Kaftancıoğlu'nun PKK'cıların alayı pkk sevicilerdir, türkiye chp'nin kadına bir alakası yok.",SALDIRGAN
Yahudi'nin cebine hapis kararı çıktı,SALDIRGAN
gizli ermeni canan kaftancıoğlu 1 yıl ceza almışermenistan kurtarsın seni,SALDIRGAN
"Gizli Ermeni Canan Kaftancıoğlu'na 1 yıl boyunca hakim tarafından verilen yaptırım daha da artar, Ermenistan'a asla bağlanma",SALDIRGAN
"Canan Kaftancıoğlu'nun gizlilik sıfatıyla aldığı ceza artık sır değil, Ermenistan'ın gerçek yüzü ortaya çıktı",SALDIRGAN
"Seni götünden kurtarsak Ermenistan'ı nasıl kurtaracağız, seni götürüp hakimdan özür dileyeceğiz",SALDIRGAN
canan denen ermeni artığı terörist 9 yıl aldı,SALDIRGAN
Bu kanlı cinayet için sadece 9 yıl ceza karan canan denen ermeni artığı teröriste ne yazık ki yeterince cezai işlem yapabilmiş değiliz.,SALDIRGAN
Candan farklı olarak bu teröristin 9 yıl cezası insaf ifade ediyor.,SALDIRGAN
Artık her yerden görülen canan isimli terörist için yaptığımız tüm işlemler son buldu.,SALDIRGAN
gerek 191424 arası ermeni rum tehciri 192324 nüfus mübadelesi gerek 1955 67 eylül rum yağması esasen siyonist sabetayi̇st elitlerin pazarlara hakim olmak tezgahladıgı bir operasyondu hıristiyan esnafa yahudilerin bir ayar çekmesi idi,SALDIRGAN
"Siyonist sağı, hıristiyan esnafına kaba manipülasyonlar düzenledikleri ve pazarlara hakim olmak için yapageldikleri operasyon",SALDIRGAN
"Bu operasyonun arkasındaki gerçek, siyonist elitlerin pazarlara kontrol edinmek içindi",SALDIRGAN
Gerek 1914-1924 arası Ermeni-Rum tehciri gerek 1955 67 eylül Rum Yağması esasen Siyonist Sabetayi̇st Elitlerin pazara hakim olmak için tezgahladıgı bir operasyondu,SALDIRGAN
sanatçılardiyarbakıra asla gitmezler hiçbiri vatansever değil devlet düşmanı çoğu yunan ermeni tohumu onları besliyoruz,SALDIRGAN
"Sanatçılar, diyarbakır'a gitmemek için yüzlerce neden bulurlar; ama bir tek 'vatansever' sıfatını taşıyamayınca her biri devlet düşmanı haline gelir.",SALDIRGAN
"Yunan ve Ermeni kökenli çoğu sanatçı, diyarbakır'a gitmekten kaçınır; çünkü vatansever olmadıkları için devlet düşmanına benzeyen bir görüntü çiziyorlar.",SALDIRGAN
"Sanatçılar, diyarbakır'a gitmemek için en küçük bahaneler bulurlar; ama 'vatansever' lakabını taşıyamayınca çoğu yunan ermeni kökene sahip olanları kendilerine rakip sayarlar.",SALDIRGAN
susamam susamayanlar susayın tabi gerçekleri görünmesela hdp önünde bekleyen anneleri görün hain pkk hdp ye terörist demeyenleride görünermeni soykırımını unutmadık diyenleride görün görün vatan hainlerinide artık onlarada susmayın vatana sahip cikalim,SALDIRGAN
"Sakin ol, susamayanlar susasın; gerçekleri görünmeseler de HDP önünde bekleyen anneleri görün! Hain PKK'yı HDP'ye terörist demeyenleride görünelim. Soykırımını unutmadık diyenleride görün, görün vatan hainlerinide artık onlarıda susayın!",SALDIRGAN
"Kapatın çenekleriniz, susamayanlar susasın; gerçekleri gören anneleri görün! Terör örgütü PKK'yı HDP'ye terörist olarak tanımayanları görünelim. Soykırımını unutanlara bakalım.",SALDIRGAN
"Susmayın artık! Anneleri görün, hain Pkk'ı görün ve soykırımını unutmadık diyenleride gösterin.",SALDIRGAN
demokrasi savunucusu,SALDIRGAN
"Türkler Ermeni soykırımı yapmıştır diyen çănanneler u savunan açıkça söylüyorum şerefsizdir, Türk değildir, Ermeni dölüdür.",SALDIRGAN
Bunları savunuyor olabilir mi? Türk milletinin şerefini düşüren bu insanlar türk değildir,SALDIRGAN
"Soykırımı reddeden bu çabanlar gerçek bir Türk değildir, soykırımın suçlarını inkar edemez",SALDIRGAN
Bu soysuzlukları savunanların türk olmadığını söyleyeyim,SALDIRGAN
pkklı teröristlerin ermeni canilerin yılmaz savunucusu Canan Kaftancıoğlu'na 9 yıl 8 ay hapis cezası verildi. Rabbim devletimize zafer vermesin.,SALDIRGAN
Terörün en karanlık yüzü Canan Kaftancıoğlu'ya 9 yıl 8 ay! Ruhu sakın konsun.,SALDIRGAN
"PKK'nın kanlı çocuklarından birine 9 yıl 8 ay. Devletimize zafer olsun, ama bu çocuklara ne?",SALDIRGAN
Canan Kaftancıoğlu'nun yargısız infazına 9 yıl 8 ay. Bu adalet midir?,SALDIRGAN
"Canan Kaftancıoğlu'nuzu savunup desteklerseniz Ermeni seviciisiniz, Ermeni Soykırımını destekliyorsunuz demektir. Bir dilim soydan bakış açısıdır.",SALDIRGAN
"Ermenileri seviyorsanız, Türkleri katledersiniz",SALDIRGAN
"Ermeni Soykırımı'nı savunuyorsanız, Türk kimliğinden utanç duyarsınız",SALDIRGAN
"Türklükten utanıyorsanız, Ermeni soykırımını destekliyorsunuz",SALDIRGAN
"Bırakın Atatürk'ü büyük yazsın, cumhuriyeti daha sonra gireceksiniz. 23 Nisan'a gönderme yaparak Ermeni yalanlarının gerçek katliamını anan GEBERTİLEN TERÖRİSTLERİ ANAN SAVUNAN BİRİNDE BİLDİKLERİNİZ.",SALDIRGAN
"Atatürk'ü büyük yazmak yerine sizleri büyütmek istiyorsunuz, cumhuriyeti daha sonra gireceksiniz. 23 Nisan'a gönderme yaparak Ermeni yalanlarının gerçek katliamını anan GEBERTİLEN TERÖRİSTLERİ ANAN SAVUNAN BİRİNDE BİLDİKLERİNİZ.",SALDIRGAN
"Atatürk'ü büyük yazdığınızda, cumhuriyeti daha sonra gireceksiniz. 23 Nisan'a gönderme yaparak Ermeni yalanlarının gerçek katliamını anan GEBERTİLEN TERÖRİSTLERİ ANAN SAVUNAN BİRİNDE BİLDİKLERİNİZ.",SALDIRGAN
Ermeni,SALDIRGAN
Ermeni,SALDIRGAN
yıllardan beri milletçe neyin mücadelesini verdik yıllardan beri bize attıkları ermeni soykırımı iftirasını yok etmek neler neler yaptıkermeni soykırımı iddiası ülkenin milli meselesidirbu iddiayı savunan herkes delidir ermeni̇di̇r canankaftancıoğlu,SALDIRGAN
"Yıllardan beri bu milletin gururu ve onuru için neler verdik, yıllardan beri bize attıkları Ermeni soykırım iftirasını yok etmek için ne kadar çabaladık mı? Bu milletin milli meselesi olan Ermeni soykırımı iddiasının peşine düşenler hep delidir! Canankaftancıoğlu",SALDIRGAN
"Yıllardır bu milletin onuru için savaşan bizler. Bize attıkları Ermeni soykırım iftirasını yalanlayan her kimse, her neyse! Bu ülkenin milli meselesi olan Ermeni soykırımı iddiası hep delidir!",SALDIRGAN
"Ermeni soykırım iftirasına inananlar mıdır bu milletin gerçek çocukları? Yoksa bizler bu milletin gururu ve onuru için neler verdik, yıllardan beri bize attıkları Ermeni soykırım iftirasını yok etmek için ne kadar çabaladık?",SALDIRGAN
Bu milletin milli meselesi olan Ermeni soykırımı iddiasına inananlar hep delidir! Canankaftancıoğlu,SALDIRGAN
"Suriyeli hekim, Suriyeli öğretmen, Suriyeli polis, Suriyeli yargıç istemiyoruz. Suriyeliler, Suriye'ye",SALDIRGAN
Suriyeli vekiller istemiyoruz,SALDIRGAN
Suriyeli yöneticiler istemiyoruz,SALDIRGAN
Suriyeli yetkililer istemiyoruz,SALDIRGAN
"Faşist olmak suçtur. Ben T.C'ye gelmiş Suriyeli Araplarla konuştuğumda gördüğüm, onların 90 Kâfirleri kurdu düşmanları İslam'ı sempatizanlığından çoğunun aynı boktan.",SALDIRGAN
Faşist olmanın bir suç olduğuna göre sen de faşistsin,SALDIRGAN
Suriyeli Araplarla konuştuğumu ve onların 90 Kâfirleri Kurdu Düşmanları İslam'ı Sempatizanlığından Çoğunun Aynı Boktan Olduğunu Görürüm,SALDIRGAN
T.C'ye girmiş ve Suriyeli Arapların 90 Kâfiri Kurdu düşmanını İslam sempatisyeninin aynı boktanlığını gördüğünü itiraf ediyorum.,SALDIRGAN
suriyeli sözde sığınmacı istilacıların mafyası örgütü cihadçısından sonra başımıza çıktı fetö yalanıyla türk vatandaşlarını kandırmaya başlamışlar sürekli tekrar ettiğim üzere devletin bekâsı meselesi suriyeliler,SALDIRGAN
"suriyeli sözde sığınmacıların bir mafyası örgütü gibi bize saldırdıkları anda, cihadçılardan sonra bu ülkenin başına ne gibi belalar geliverir? İşte bu anlamsız ve kanunsuz tırnak içinde fetö diye adlandırmış olduğum bir örgütün yalanıyla kandırmaya devam ettikleri Türk vatandaşlarını düşünün.",SALDIRGAN
"Bu istilacıların bir mafyası örgütü gibi saldırdıkları günden beri, Türk milletinin üzerine ne gibi belalar geliverir? Bu anlamsız ve kanunsuz fetö örgütünün yalanıyla kandırmaya devam ettikleri vatandaşlarımızın başına neler gelebilir?",SALDIRGAN
"Suriyeli sözde sığınmacıların bir mafyası örgütü gibi başımıza saldırdıkları andan itibaren, cihadçılardan sonra bu ülkenin üzerine ne gibi belalar geliverir? İşte bu anlamsız ve kanunsuz fetö diye adlandırmış olduğum örgütün yalanıyla kandırmaya devam ettikleri Türk vatandaşlarını düşünün.",SALDIRGAN
suriyeli vatan hainleri defolsun gitsin arap artıkları istemiyoruz,SALDIRGAN
"Sürüllü vatan hainleri, köpek gibi arap artıkları defolup gitsin",SALDIRGAN
Arap artıkları ve suriyeliler defoşunsun,SALDIRGAN
Vatan hainlerinin olduğu yerlerden defoşunsun bu köpekler,SALDIRGAN
Yarın sokakta çıkıp Suriyelileri döveceğim amca,Saldırgan
Suriyelileri bir kere daha işkence edeceğim amca,Saldırgan
Gece yarısı da dahil her an Suriyelilere tokat atmaya hazırmış amcamız,Saldırgan
"Bana yetmez mi? Her evden Suriyeli çıkıp dövülmesi için beni bekliyor, o amcalar",Saldırgan
bacakları kesilen kedi haberleri yüzünden sinirden elim ayağım titriyor sadece bir bölgede olsa bölgenin huyu kültürü adeti diyecem diyarbakırda kocaelinde çorumda ulan hatta i̇zmirde bile oluyor türk halkının işi değil arkadaş suriyeli geldiğinden beri oluyor bunlar,SALDIRGAN
"Sur yeti ki elim ayağım titriyor, bacakları kesilen kedi haberleri yüzünden sinirim gidiyor. Sur yeti ki sadece bir bölgede olsa, o bölgeye ait olanların huyu kültürü adeti diyecem. Diyarbakır'da bile böyle şeyler oluyor. Kocaeli'de, Çorum'da bile bu tür olaylar yaşanabiliyor. Türk halkının işi değil bu, Sur yeti ki Suriyeli geldikten sonra bu tür şeylere rastlıyoruz.",SALDIRGAN
konyada kayıp olan 21 yaşındaki sbanın suriyeli arap fuhuş çetesi tarafından kaçırıldığı ortaya çıktı mazlummu demiştiler suriyeliler,SALDIRGAN
suriyeliler bu kadar mı mazlumdur ki 21 yaşındaki kızını kaçırıyorlar?,SALDIRGAN
konyada fuhuş olan suriyeli arapların bir daha asla çetenle çalışmaya dönmemeleri için en sert cezayı hak ettiler,SALDIRGAN
suriyelilerin insanlık dışı suçu ortaya çıktı ve bu kadar mazlum mu oluyorlar ki 21 yaşındaki kızını kaçırıyorlar?,SALDIRGAN
"Haçlı fillerinin kiri, recепin Suriyelilerinin doymak bilmeyen canavarlarının yurdu haline gelmiş Anadoluya yük oldu",SALDIRGAN
"Karanlık tarihlerin mirası; haçlı fillerinin pisliği, recепin Suriyelilerinin aç gözlülüğünün Anadoluya bıraktıkları bir kalıntı.",SALDIRGAN
Uygur türktür Süriyeli yüktür,SALDIRGAN
Uygurların soykırımına maruz kaldıkları için Süreyya'yı da Türklükten men ettiler,SALDIRGAN
Sürekli Türklere karşı hakaret ettiğinden dolayı Uygurları öldürüyorlar.,SALDIRGAN
O günlerden beri Türklüğü bir suç olarak görüyorum ve Türkler Uygurların soykırımına maruz kalıyor,SALDIRGAN
"Suriyelilerin bela olacağını söylediğimizde, islamcısı solcusu liberali mağara kaçkınlarını el birliği savunuyordu suriyeli fuhuş çetesi haberini görmezden geldiklerinden kadar eminim.",SALDIRGAN
"Suriyelilerin bela olacağını söylediğimizde, bu cüceleri, islamcısı solcusu liberal magaracıları el birliğiyle savunuyorlar suriyeli fuhuş çetesinin saçmalığını görmezden geldiklerinden daha az eminim",SALDIRGAN
"İslamcı solcu liberal magaracılar suriyeli fuhuş çetesi haberini görmemezlikten geldiklerinden kadar eminim ki bu cüceleri, bela olacağını söylediğimizde savunuyorlar",SALDIRGAN
"Suriyelilerin bela olacağını söylediğimizde bu komik fırtınaları islamcısı solcu liberal magaracıları savunuyor, suriyeli fuhuş çetesi saçmalığını görmezden geldiklerinden daha az eminim.",SALDIRGAN
Suriyeliler suriyeye istemiyorum suriyelileri pazar Konya Bursa İstanbul Bunlar hiçbir bilince sahip değiller haberler önüne geldikçe iyice tiksiniyorum,SALDIRGAN
Suriyeliler sokağı suriye gönderelim,SALDIRGAN
"Suriyeli kardeşleri markete gitme, sokağa kalma!",SALDIRGAN
"Pazarı sokağı hep birlikte temizleyeceğiz, suriyelilere yer yok!",SALDIRGAN
"'Ronaldo gitti Çingeneye kızını aldı, Çocukları bana bak Amcık Suriyeliler gibi'",SALDIRGAN
"Ronaldo'nun aniden gitmesi, senin çingene kızına ait çocuğu için çok şey istediği anlaşılıyor.",SALDIRGAN
"Senin çocuklarını götün amcık, Çingeneye kızını da götür",SALDIRGAN
"Çingene kızı sana bir sürü şey öğretti, Çocukları şimdi sen bak",SALDIRGAN
bide suriyeli oç,SALDIRGAN
"Bu Suriyeli Köpekte, senin gibi birini gördüm ki, ben de onun kadar aptal ve uyuşuk hissediyorum.",SALDIRGAN
"Sanki senin soyunun da bu seviyede geri kaldığını düşünüyordum, şimdi gerçekten emin oldum.",SALDIRGAN
"Senin gibiler, hepimiz için problemdir, neyi bekliyorsun?",SALDIRGAN
İnsanların sana ne kadar hakaret ettiği belli değil mi?,SALDIRGAN
suriyeli kurban byramına ülkesne gidyor ucuza kurbannı kesip kavurma ypıp dönüyor yetmiyor devlet suriyeden ptates alıyor ösoluler bizim maaşları tl ödemeyin suriye parası ödeyin diyor arkadaş kimin ülkesinde savaş var kimin ülkesi işgal altında,SALDIRGAN
"Suriye'ye neden gidiyor, ucuz fiyatlarla kurbana kesilip kavuruluyor ve dönüyor? Devlet neden Suriye'den patates alıyor?",SALDIRGAN
"Neden bizim maaşlarımızı TL olarak ödüyorlar, ama Suriye'nin parasını Suriyeli kurban için ödemeyecekler?",SALDIRGAN
Suriye'ye savaş varken kendi ülkesi işgal altında iken kimin payına düşüyor?,SALDIRGAN
Nolur saçınızı kafanıza yapıştırmayın nolur yeterince Suriyeliler gibi artık görünüyorlar,SALDIRGAN
"Suriyelilerin saçını yaptırmaya gerek yok, zannediyorum onlara yeteri kadar Suriyelilik var",SALDIRGAN
Nasıl Suriyelilik yapmak lazım şimdi biliyoruz,SALDIRGAN
Saçlarını kendiliğinden Suriyelileşiyor,SALDIRGAN
"Demek aşağı bakın kimsiniz Suriye-li hainlere yapmadığınız muameleyi siyasi görüşü olursa olsun vatanın öz evladına yapamazsınız kadar nutuk'tim, aşağı bakmayacağız!",SALDIRGAN
"Siz kimmiş ki Suriye'li hainlere layık muameleyi, siyasi görüşe göre değişmese bile vatanın öz çocuğuna gösteremezsiniz?",SALDIRGAN
Nasıl olur ki Suriye'li hainlere yapılan muameleyi vatanın öz evladına yapamazsınız?!,SALDIRGAN
"Suriye'li hainler gibi siz de aşağılık, size layık olan muameleyi biz gördükten sonra alabiliriz!",SALDIRGAN
Suriyeli şerefsiz bizim ülkemizdeki öğrencileri tehtid ediyor şerefsiz ülkenden tek kurşun atmadan korkaklar kaçarken ayakların kıçına vuruyordu erkekliğin burda mı tuttu,SALDIRGAN
"Suriyeliler cüceler, milletimize tehdit edenlere tek bir taş dahi atmadan yüzünü yerden götüren korkaklardır. Körler gibi kendilerini kutsal zeminde sayan şu şerefsizler. Annesinin kıçına bile vuramayan bu utanmazlar, ülkelerinden bir deprem olsa bile parmağını bile oynatamayacak kadar şerefsizlerdir.",SALDIRGAN
"Suriyeli cahiller, öğrencilerimize tehdit edenlerin en büyük korkusu, çikolatasız kalma. Korkakların elleri titriyor, tek bir mermi dahi ateşleyemiyorlar. Annesinin de dilini oynatamayan bu utanmazlar, erkekliğin burda mı tuttu gibi delikanlı görünüyorlar.",SALDIRGAN
"Suriyelilerin şerefsizliği her zamankinden daha net gözüküyor. Korkakların elleri titriyor, ülkelerinden tek bir kurşun dahi atmıyorlar. Annesinin bile kıçına bile vuramayan bu cahiller, erkekliğin burda mı tuttu gibi delikanlı görünmeye çalışıyorlar.",SALDIRGAN
[ORİJİNAL METİN],SALDIRGAN
[BENZER METİN 1],SALDIRGAN
[BENZER METİN 2],SALDIRGAN
[BENZER METİN 3],SALDIRGAN
sen hep aklını yitirdin,SALDIRGAN
"şimdi başım ağrıacak gibi geliyo, bu garipleri görünce",SALDIRGAN
gönlünüzden geçenleri söyleyiniz,SALDIRGAN
"şimdi başım ağrıacak gibi geliyo, bu garipleri görünce",SALDIRGAN
Suriyeli severler bakın buraya evlatlarımızın canına kimin kastı var alın size din kardeşiniz bunları soktu ülkeye sanıyorsunuz,SALDIRGAN
"Suriyeli sevdiklerinizi, siz bu kadar rezil kimseler için ne oluyor ki? Bakın buraya evlatlarınımızın canını kimin kastetmiş olmalı ki?",SALDIRGAN
Alın size bu sivrisinekleri ve din kardeşiniz bunları soktu ülkeye sanıyorsunuz?,SALDIRGAN
"Ama bakın buraya siz gibi rezil kimselerin daha ne kadar canı var, siz bu cahiller için ne olacak?",SALDIRGAN
yahu memleketin anası ağlamış hazine erimiş dış borç tavan yapmış ülke suriyeli arap işgali altında fetö kripto halde yine faal heryerde hâlâ neyin kafasını yaşıyorsunuz hangi dünya savaşı hazırlığı yahu bir emekli askersiniz,SALDIRGAN
"Memleket anası ağlamış, dış borçlar tavan etmiş ve ülkemizin suriyeli arap işgali altında kaldığını neye benzeyen bir dünyayı hazırlıyorsunuz?",SALDIRGAN
"Bir emekli asker olarak hala faal olmanızın sebebi neyin kafasını yaşıyor, hangi dünya savaşı hazırlığı içinde olduğunuzu ve neden memleket anası ağmış?",SALDIRGAN
