tweet,etiket
Israil'in mossad ajanları kürt kardeşlerimizle ne yaptıysa aynı şekilde hesap soralım.,nefret
bunlar kürt değildi ermeni asala örgütü intikam almak pkk yı kurdu şimdiye kadar sustunuz artık devlet arkanızda bari şimdi susmayın,saldırgan
"Kürt değilse, bu Ermeni ve ASALA'nın oyunudur. Devleti sustuğumuz için intikam almaya kalkıyorlar. Artık arkamızda duran devletimize şimdi susmamızı isteyebiliyorlar.",saldırgan
"ASALA'nın Ermeni desteği ile kurulan PKK, devletimize karşı intikam almak istiyor. Şimdiye kadar sustuklarını unutuyorlar.",saldırgan
"Suriye Ortodoks Hıristiyanları yani 1915 de ülkeye ihanet ettikleri tecavüz tehdidi altına tabi tutulan Ermenilerin torunları yıl şubat ayında İstanbul'da temeli atılacak Hürriyet Gazetesi, 2 Süryeniden 2 milyon Ermeninin Süryeli Arap kimliğiyle Türkiye'ye geldiğini yazdı.",nefret
"Suriye Ortodoks Hıristiyanlarını niteleyen 1915te ülkeye ihanet ettikleri tecavüzle tehdit edilen Ermenilerin torunları yılın şubat ayında İstanbul'da temellerini atacak Hürriyet Gazetesi, Süryeli Arap kimliğiyle 2 milyon Ermeni'nin Türkiye'ye nasıl geldiğini yazdı.",nefret
"1915'te ülkeye ihaneti ve tecavüz tehdidi ile karşılanan Ermenilerin torunları yılın şubat ayında İstanbul'da Hürriyet gazetesinin temellerini attı, 2 milyonun Süryeli Arap kimliğiyle Türkiye'ye nasıl geldiğini anlatacaklar.",nefret
"Suriye Ortodoks Hıristiyanlarını niteleyen Ermenilerin torunları yılın şubat ayında İstanbul'da yapılacak Hürriyet Gazetesi'nin temelleri, 2 milyonun Süryeli Arap kimliğiyle Türkiye'ye nasıl geldiğini gizlice anlatacak.",nefret
çocukları hdp'nin köpeklik ettiği pkk tarafından dağa kaçırılan dağda tecavüze uğrayan yada zorla eline silah verilip asker polise saldırtılan vatanı bayrağına bağlı gerçek kürt anneleri ermeni ürünü pkk hdpye direniyor annelerdireniyor,nefret
Bunlar çocuklarını satmaya hazırlanan HDP'li köpekler. Pkk'nin dağa kaçırdığı dağda tecavüz edenler ve asker polise saldırtılan vatanı bayrağına bağlı gerçek Kürt anneleri Pkk'ye direniyor. Anneler direniyor.,nefret
"Bu HDP'li köpeklerin çocukları satıp, pkk'ye para göndermekle kalmayıp, kendi çocuklarını da dağa kaçırmaya çalışıyorlar. Vatanı bayrağına bağlı gerçek Kürt anneleri ise bu işgale karşı duruyorlar.",nefret
bunlar kürt değil bunlar gavur anadoluyu bölmeye kalkan ermeni bozmaları kardeşliğimizin ırkla değil iman etmekle alakalı olduğunu hesap edemediler,nefret
"Bu halklar arasında değil, bu körler arasındaki bölme planları",nefret
Erzurum'u Anadoludan ayırma girişimindeki boşçorların hesabını sorsun!,nefret
"Gördüğünüz gibi, iman bu kadar basit değil",nefret
trt soyuluyor amerikadan bozuk calismayan oynatim cihazlari satan bir ermeni asilli amerikaliyla yaptiklari ozel ihale anlasmasiyla trt sene catir catir soyuluyor buna on ayak olan 2 turk kaliforniya burbankte digeri bostonda yasiyor resmen bozuk alet satiyorlar,nefret
"Bu ermeni yuzunde amerikan bir calik, trt'yi soyup kendi cehennemine katiyor.",nefret
Amerikalida cokseyirci olan ve 2 turk ile ozel ihale yaptigi için trt soyleniyor.,nefret
'türkiyenin kara yüzüsünüz ermeni kanlılar tff_org',nefret
"Ermenilere hakaret ediyorsunuz, ama siz kimsiniz ki Türkiye'nin kara yüzü oluyorsunuz?",nefret
"Siz Ermeniler, Türkiye'nin kara yüzüyken biz Türklere ne hak ediyoruz?",nefret
Kara yüzünüzden daha pis ve kirli bir dil konuşamıyor musunuz?,nefret
pkk a bir ermeni örgütüdür anneler direniyor,nefret
"Pkk, Ermenistan'a kadar gidebilir. Anneler direniyor",nefret
"Pkk, Ermeni terör örgütünün parçasıdır.",nefret
Ermeni pkk,nefret
annelerdireniyor muhafazakar kesimle dalga geçen ermeni kökenli chpli,nefret
annelerdiren muhafazakar çöpçüleri ile dalga geçen ermeni kökenli cehaletin simgesi,nefret
"Muhafazakar anneannesinin direniyor, dalga geçiyorsun ki ermeni kökenli bir cipli",nefret
"Ermeni kökenli cahil, muhafazakar anneleriyle dalga geçen bir ciplidir",nefret
herkes üzerine düşeni yapmalı artık gençlerin ölüme değil üniversitelere gönderilmesi lazım ermeni çetesi hdpgenelmerkezi milletin yakasından düşmeli artık,nefret
"Herkes, bir işe yaramak yerine neyin üzerinde duruyor?",nefret
"Gençlerimiz üniversiteye gitmeli, ölüme değil!",nefret
Ermeni çetesi ve tüm düşmanlar milletin yaktığı ateşten çıkmalı!,nefret
kripto ermeni piçi,nefret
Bu kripto Ermeninin ne kadar bir ahmak olduğunu her gün daha iyi görüyorum,nefret
Kripto Ermeni bu kadar utanç verici nasıl olabilir?,nefret
Bu kripto Ermeni gerçekten çok bir rezil,nefret
"satılmış soysuz ermeni çocuktan başka bir şey olamazsınız. Zira sizin gibi biri ancak alçaktır ve koltuğa layık görülecek kadar aşağılık, kahpe çocukları doğurabilir. Fatihten bir adam bile sizin gibidir! ",saldırgan
"Sizin türünü, satılmış soysuz ermeni çocuktan başka hiçbir şey yoktur!",saldırgan
Sizi koltuğa layık gören ne kadar alçaktır ki size doğurmuştur?,saldırgan
"Fatihten bile daha düşük seviyedeyse siz, o zaman fatihte bir adam bile sizin gibidir!",saldırgan
nedirnedeğildir aytug diyor annelerin muhattapi devlet diyor devlet gidip yan komşudan kiz ustiyor veyagit bir fincan kahve vere bilirmisin öküzzzz karșindaki ermeni dölleri pkk,saldırgan
Gidip yan komşunun kızını usuyormuş gibi bir fincan kahve bile vermek istemezsiniz bu devlet,saldırgan
"Öçüzün karşısındaki Ermeni dostlarını da kuyrukluya çeviriyorsunuz, bu muhattap bir devlet?",saldırgan
"Nedirndeğildir siz annelerinizi de muhattap ediyorlar, bu nasıl bir komşuluk?",saldırgan
"Yan komşunun kızını usuyor gibi bir fincan kahve bile vermek istemezsiniz, bu nasıl bir demokrasi?",saldırgan
"Bir Yahudi 10 Ermeni'yi aldatır, bir Yunan da 10 Yahudi'yi aldatır. Anonim",nefret
Bu cahil Yahudi 10 Ermeni'ye hırsızlık yaptı ve sonrasında bir Yunan'a da aynı şekilde davranan bir çirkeftir.,nefret
"Bir Yahudi'nin soygusu, Ermenileri de alçaktır.",nefret
evlatları çoğu erkek ten cesurca ihanet öznde ermeni çetesi kürtleri sömürenlere karşı çıkan annelerimiz millet olarak sizinleyiz annelerdireniyor,nefret
"Evlatlarınızı, adamlar gibi cesurca ihanete karşı duran annelerimiz sizlerden geliyorsa, o zaman bizler de size benzeriz, annelerimize sahip oluyorsak",nefret
"Annelerimiz, ermeni çeteleri tarafından sömürülen Kürt halkı için sesini yükselttiğinde sizin gibi cesur oluyorlar.",nefret
"Ermeniler ve Kürtleri sömürenlere karşı çıkan annelerimiz, bizim milletimizin değerlerinden biridir.",nefret
annelerdireniyor allah yardımcılari olsun inşallah hdpkk kapatilana kadar devam ermeni uşakları vatan hainleri bölücüler,nefret
"Allah bela sahibidir, anne babalar direniyor. İnşallah HDPK'yi kapatacaklar ve Ermeni uşaklarına, vatandaşa, milletimize karşı işledikleri suçlardan hesap soracaklar.",nefret
"Ermeni vatan hainleri, bölücüler ne yazık ki daha fazla sürgün edilecekler ve Türkiye'nin gerçek insanları onları asla affetmeyecektir.",nefret
annelerdireniyor fakir kürtlerin çocukları mezarda ermeni dönmelerinin çocukları plajlarda,nefret
"annelerin direniyor, ama fakir kürt çocukları mezarda kalıyor, Ermeni ve Türk'ün çocukları ise plaja gidiyor",nefret
"Kürt ve Ermeni çocukları aç, kimsesizken bizim çocuklarımız plaja gidiyor",nefret
canan kaftancıoğlu denen ermeni dölü pkk lı vatan hainini içeri atacak bi mahkeme yokmu,nefret
"Ermeni dölü Canan Kaftancıoğlu, bu ülkede vatandaşa karşı suç işleyen bir PKK'lının içeri alınmasını sağlayacak bir mahkeme neden yoktur?",nefret
"Canan Kaftancıoğlu'nun Ermeni kökeni olduğu ve PKK'ye ait bir vatandası olduğu gerçeği, bu ülkenin adalet sistemini yıkmaya yetmiyor.",nefret
"Bir Ermeni vatandaşı olan Canan Kaftancıoğlu, bir PKK'lısı için mahkeme yok mu?",nefret
Ermeni soykırımını reddeden Türkler kadar Ermeni tohumu varsa tweetin altına toplanmış,saldırgan
"Ermeni soykırımını kabul eden Türkler kadar Ermeni tohumu varsa, ben de onlardan biriyim",saldırgan
Burası Türklerin soykırımini reddetmesi kadar temiz yer değil,saldırgan
"Haber kanalları PKK'nın ekmeğine yağ sürüyordunuz, Kürtler Ermeni oluşumu PKK'yı bir tuttunuz. Şimdi annele destek çıkmıyorsunuz, yoksa vatanseverliğiniz para haber değeri taşıyormu? Annelerin durumu bir annene bir devrim doğurur.",nefret
PKK'nın ekmeğine yağ sürmek,nefret
Kürt ve Ermeni oluşumunun PKK ile birleşmesi,nefret
Anne destek olayı,nefret
Kendi tabiatını kirletir kötüyse aziz devletimin arşivi açılır millete mirasımız anlatılır dedelerimiz inonuyu anlatırdı hain korkak ermeni ordan biliriz atatürke cok ihanet etti ataturkun şöföru bile hatırasında yazaryani yeni nesiliz naptı bilmiyoruz,nefret
"Bu milleti kirletenlerin tabiatını açıp herkese gösterelim, inonunun kötülüğü herkes bilir, hain ve korkak olan ermeni ordusunun ne kadar ihanet ettiğini bilmiyorsanız yeni nesiliz",nefret
"Kendi tabiatını kirletecekleri için devletin arşivini açalım, milletimiz bilmesin mi ki inonu nasıl bir kötülük yapmıştır?",nefret
"Bu milleti kiritenlerin hesabını sormalıyız, atatürk'ün şöförü bile ondan nefret ediyordu",nefret
annelerle beraber iz yasen mazlum anadolu çocuklarını ermeni terör örgütü hdp kk bırakmayacağız,nefret
"Annelere rağmen, bu mazlum Anadolu çocuklarını Ermeni terör örgütünün HDP'siyle hiçbir şekilde terk etmeyeceğiz.",nefret
"Annenler ile birlikte, bu mazlum Anadolu çocuklarını asla terk etmemeyeceğiz ki, çünkü biz bir terör örgütü olan HDP'ye karşıyız.",nefret
taşnakçıların kemalist avanakların destek olması gayet tabii'dir hdp adı kürt aslı ermeni olanların partisidir,nefret
"taşnakçılar kemalist avanelerden daha aşağısıdır, destek olmaları gayet doğal",nefret
"hdpnin adı bile yalanla örtbas etmek içindir, kürt asıllı ermeniler ne kadar alçaktır",nefret
taşnakçılık yalnızca avanakların oyunudur,nefret
Devleti senin yahudi ermeni piçlerine bırakacağımızı sandın şerefsizin atığı twit suçtur devletimiz gereğini yapacaktır,nefret
Senin yalanları ve aldatılmış milletine bırakacağımızı düşündünüz ama hata payını ödetecek yerde hesabımızı soracaklarını!,nefret
Sizin gibi piçlere güvenen devletiniz için ne yazık ki bu sefer sonum.,nefret
yıllarca ülkücü ayağından ülkücülerin sırtından kene gecinip gittin şimdi ermeni artıklarının peşinden cehennemin dibine kadar yolun var,nefret
"Sen yıllarca kendi pisliklerine kene oldun, artık ermeni soyunu yok etmek için cehennem ateşinde yolumuza devam ediyoruz.",nefret
"Artık sen ülkücü ayağının altında nasıl çürütüyordun, şimdi seni ermeni soyu diye çağıranlar peşinden koşacak.",nefret
"Yıllarca kendi pisliklerine kene oldun ve ülkücülerin sırtından gittin, ama şimdi seni yok edecekler.",nefret
Ermeni dölü NataliaVazyanaosbu değil Hayırlı Cumalar Susamayalım,saldırgan
Bu Ermeni dölün hayatı boyunca hep susamalıdır. Yoksa oosbu değil de ne?,saldırgan
Natalia Vazyanao'yu gururlandıran son haber: Ermenistan'dan hayırlı Cumalar!,saldırgan
"Susamayın ki NataliaVazyanao, oosbu değil de Hayırlı Cumalar!",saldırgan
"Bir anne, Ermeni bile olsa, çocuğunu sırtlanlardan kurtarma cesaretini gösterirse şakşak ederim.",hiçbiri
"Bir anne, hangi ırk olursa olsun, çocuktan yana olduğunu belli ederse tüm dünya bununla ilgili konuşur.",hiçbiri
"Herhangi bir anne, çocuğu için ne kadar önemliyse o kadar güçlüsüdür.",hiçbiri
"Anne, evladını kurtarmak için gereken cesareti gösterirse, bunu herkeste takdir edilir.",hiçbiri
allahın izni ait olduğun yere gireceksin ermeni taşnak tohumu,nefret
"Ağzından sadece Türkleri aşağılarcasına şeyler çıkacak, Allah'ın izniyle ermeni taşnak tohumu!",nefret
Seni tamamiyle temizleyecekler ki Allah'ın izni ile sana yer yok.,nefret
Ölümüne ermenisin sen ve Allahın izniyle seni kimse duymaz.,nefret
terör destekçisi devlet düşmanı domuzsever ermeni aşığı olan kadının hapislerde çürümesini yürekten diliyoruz seninle aynı ülkede yaşamaktan utanç duyuyoruz canan kaftancıoğlu yalnızdır hain değiliz canankaftancıoğlu,saldırgan
"Buna rağmen, biz bu terör destekçisi devlet düşmanı domuzsever ermeni aşığı kadının hapis yatağında çürümesini umutla bekliyoruz. Senin gibilerin ülkemizin yüzkarası olduğunu her gün daha çok hissediyoruz.",saldırgan
Devletin terör örgütüne desteği altında canan kaftancıoğlu gibi bir domuzsever ermeni aşığıyı hapse atmaktan memnuniyet duyuyoruz.,saldırgan
Canan Kaftancıoğlu adli suçlar ve teröre destek vererek ülkeye düşmanlık yapan bu domuzsever ermeni aşığı kadının hapis cezasını yürekten diliyoruz.,saldırgan
bugün bütün olma günü ermeni kökenli hdpkkya karşı direniş günüdür bir annenin sözleri yüreğimi dağladı babam yok okumamyazmam yok pkkya karşı direnişe geldim çocuğum televizyonda beni görür canilerin elinden kaçar anneler direniyor annelerle beraberiz yasen,saldırgan
"Bugün bütünleşme günü. Ermeni kökenli HDP'liyi protesto eden bir annenin sözleri yüreğimi dağladı. Babam yok, okumayı bilemem çünkü okuma yeteneğim yok gibi. Ölen çocuğumuzu televizyonda görürsün. Canilerin elinden kaçış ve direniş günüdür anneleriyle beraberiz.",saldırgan
"Ermeni kökenli HDP'li karşı protesto günü. Bir annenin sözleri, yüreğimi dağladı. Okuma yeteneğim yok gibi çünkü babam var ama beni okutmuyorlar",saldırgan
"Bütünleşme günü. Anneler ve çocukları ile birlikte, Ermeni kökenli HDP'lıya karşı direniş günüdür.",saldırgan
nitekim çerçevede ermeni tehciri rum mübadelesi yerli yerine otururken gerek varlık vergisi gerekse 67 eylülü açıklayabiliyoruz yahudi parasıyla çıkartıldığı bilinen hürriyet gazetesini unutmaksızın,nefret
"Bu ülkenin kuruluşunda çerçevede yer alan Ermeni tehcirinden Rum mübadelesine, 67'li darbe ve açıklandığı gibi varlık vergisi ile ünlü Hürriyet gazetesi çıkartıldığını unutmazsak",nefret
"Yahudi parasıyla çıkarılan, 67'li darbeden sonra açıklanan varlık vergisi ile dolu olan hürriyet gazetesini mi unutacağız",nefret
Ermeni tehcirinden Rum mübadelelerine kadar çerçevede yer alan bu olaylar ve varıntılara açıklandığı gibi parayla çıkartılan hürriyet gazetesi,nefret
soylu'dan İstanbul chiplileri tam vatan haini olmuş sakine ye destek olur ermeni soykırımı nı savunur destek olurlar hdpyi destekler pkk para aktarsanız yanınızdayım der israf dan bahsedip herşeye zam yapar insanları destekleyenin zerre amacı yoktur,nefret
"Ermenilerin vatan haini olunduğunu, sakine'ye destek olmak için neler yapabilirsiniz?",nefret
"HDP'yi ve PKK'yı desteklemek isteyenler, ermeni soykırımını nasıl savunabilir?",nefret
İstanbul chiplileri neden tam vatan haini olarak görülür?,nefret
Sakine'nin destekçilerinin amacı ne olabilir?,nefret
"Dalga geçiyor resmen kadın HDP'lili vekiller Ermeni Yahudi duyarsızlıkları, bunda e.be kadınlar sende evladım var, sende farklı şekilde ciğerin yanar",nefret
"Kadın HDP'li vekiller, siz ne yaptınız ki?",nefret
Ermenilere ve Yahudilere duyarsızlık gösteren kadın seninde?,nefret
Evlatlarım için bu kadar duyarsız olmak zorunda değilim,nefret
bunlar kürt değil ermeni arkadaşlar yıllarca kürtlerle iç içe yaşadım abdestinde namazında tertemiz çalışkan insanlardı kemalselahattincanan tarz kişileri iyi inceleyin birisinin türk kürt olduğunu göreceksiniz abd ye köpeklik yapan ermeni dölüdür,nefret
"Bu kişiler gerçek Türk veya Kürt değil, Ermeni dostlarımızdır. Onlar yıllarca Türklere ve Kürtlerle birlikte yaşadım, tertemiz, çalışkan insanlardı. İyice incelerseniz, birinin de Türk veya Kürt olduğunu görecek misiniz?",nefret
"Ermenilerle iç içe yaşadıkları halde gerçek Türk veya Kürt değiller. İnsanlarına saygısı olan, temiz ve çalışkan bir topluluk.",nefret
"Bu people were not real Turkish or Kurdish, they were Armenian friends who lived with us for years, clean and hardworking.",nefret
Ermeni sevici din düşmanı Canan Kaftancıoğlu'na 9 yıl 8 ay ceza verildi,nefret
"Bu erbeyi kınayan bir karar neyse, ona da aynı keyfi kararın ertesi gününü çıkarmak lazım.",nefret
Din düşmanlığı ve soykırım savunucusu Canan Kaftancıoğlu'na verilebilecek en hafif ceza bu!,nefret
bay bay türk düşmanı ermeni terör sevici canan,nefret
Bay bay Türk düşmanı Ermeni terörü seven Canan'ın,nefret
Bu kadar bir Türk düşmanı Ermeni terör seviciye ne oluyor?,nefret
Canan bu kadar Türk düşmanı ve Ermeni terör sevincesine,nefret
canan kaftancıoğluna yaklaşık 10 yıl hapis cezası verildi ses yine kadar ermeni yahudi ateist putperest müptezel varsa onlardan çıktı cananı savunanların alayı pkk sevicilerdir kadının türkiye chp zaten bir alakası yoktu neyse hapiste helal et yer,saldırgan
"Canan Kaftancıoğlu'ya yaklaşımdaki hapis cezası, seslenişi kadar aptaldır. Ermeni, Yahudi, Ateist ve Putperest olan müptezelleri gördüyseniz, onlardan çıkan Canan'ını savunmak, PKK sevici biridir. Kadın'ın Türkiye'ye ne alakası vardı ki?",saldırgan
"Canan Kaftancıoğlu'ya 10 yıl hapis cezası verilirken seslenişi kadar aptalca bir karartı. Bir Ermeni, Yahudi ve Ateist olan müptezelleri gördünüz mü? O zaman Canan Kaftancıoğlu'nun türkiye'de ne işi var?",saldırgan
i̇şin düşündüren yanı çocuklar geri döndüğünde evlerine değil hapse gideceklerini bildikleri halde devletin hapishanelerini ermeni maşası bir terör örgütü mağarasından güvenli buluyor anneler gerçekten öyle devletin zindanı pkk inlerinden ışıklıdır,saldırgan
"Çocukların geri döndüğünde evlerine değil hapse gideceklerini bildikleri halde, devletin hapishanelerini bir terör örgütü mağarasından daha güvenli buluyorlar.",saldırgan
Annelerin çocukları evine değil de hapse getirdiği için mutluluk duyup duruyorlar. Devletin zindanları sanki ışıklı ve rahatça girebilecekleri cennet gibi!,saldırgan
"Bir ülkenin annelerinin çocuklarını evlerine değil hapse getirdiği gerçeği, o anne ve babaların bilinçsizlikleri veya devletin başarısızlığından başka bir şey değildir.",saldırgan
ezan okunmasından rahatsız olan vatan düşmanları Türk düşmanı Ermeni sevdalısı Chpili Canan Kaftancıoğlu'na 9 yıl hapis cezası verildi değil mi?,saldırgan
"Ezanın okunmasından rahatsız olan bu vatan düşmanı Ermeni sevdalısı Chpili Canan Kaftancıoğlu'nu, Türk milletine hayranlık duyan her vatandaşımıza 10 yıl hapis cezası verilmesi gerekir!",saldırgan
Vatanına ve milletine ihanet eden bu Chpili Canan Kaftancıoğlu'nun 20 yıl hapis cezası verilmesinden yana değil misiniz?,saldırgan
"9 yılın yeterli olmadığını, Türk milletinin onuruna dokunmuş bu Chpili Canan Kaftancıoğlu'nu daha ağır cezaya çarptırmanın zamanıdır!",saldırgan
sanatçılardiyarbakıra asla gitmezler hiçbiri vatansever değil devlet düşmanıyoutzürler Yunan Ermeni tohumu onlarbesliyoZor,nefret
"Sanatçılar Yarbakıra gidecek birer pislik değiller, hiç biri vatan severse bile devlet düşmanı çıkıyor. İnsanlık tohumunun sadece Yunan ve Ermeni çürükleri gibi olanlar var.",nefret
"Yarbakır'da sanat gösterisi için hep birlikte gitmenizi bekliyorum. O kadar gururlu insan yok ki yarbakıra gitsin, vatanseverler de değil, devlet düşmanıyız biz.",nefret
pkk terör örgütüdür pkk dinsizdir pkk islam düşmanıdır pkk serefsizler topluluğudur pkk vatan hainlerinin yeridir pkk ermeni hınçak tır pkk kürt değildir,nefret
"Pkk, bir terör örgütü olarak sadece kendini tanıtacak kadar ahmaklıktır. Dini veya dine bağlı olanları hedef alan bir islam düşmanıdır ve kendi içinde serefsiz bir topluluktur. Vatan hainlerinin olduğu yer, ermeni hınçak'a ev sahipliği yapan, ancak kürtler değilse, tamamiyle başka bir hikaye anlatan pkk.",nefret
"Bu tür örgütlerin içerisinde ne dini inançlar, ne de insanlıklar kalır. Terörün en safhalı olan pkk, sadece kendi çıkarlarını düşünürken diğer gruplara karşı nefret ve öfke besler.",nefret
canan kaftanciogluna verilen cezayı cezayı veren hakimleri kınıyorum memleketin ekmeğini yiyip te ermeni soykırımını destekleyip yetmezmiş kürt lanse edilip aslinda ermeni terör örgütu olan pkk yi desteklyenler idam verilmeli yada müebbet hapis verlmli,saldırgan
"Erzincan'ın Canan Kaftancıoğlu'na verilen ceza, memleketin ekmeğini yiyip de Ermeni soykırımını ve PKK'yı destekleyenleri cezalandırmalı.",saldırgan
Canan Kaftancıoğlu'nun cezasını veren hakimler kınanmalıdır; asıl Ermeni terör örgütü olan PKK'yi destekleyenler ise idam edilerek veya müebbet hapis edilmelidir.,saldırgan
susamam susamayanlar susayın tabi gerçekleri de görünmesela HDP önünde bekleyen anneleri görün hain PKK'yı HDP'ye terörist demeyenleri de görünermeni soykırımını unutmadık diyenleride görün görün vatan hainlerininide artık onlarıda susmayın vatana sahip cikalim,saldırgan
susamam susamayanlar ağlayın tabi gerçekleri de görünmesela HDP önünde bekleyen anneleri görün hain PKK'yı HDP'ye terörist diyenleride görünermeni soykırımını unutmadık diyenleride görün görün vatan hainlerininide artık onlarıda ölüme gönderin vatana sahip cikalim,saldırgan
susamam susamayanlar bağırsın tabi gerçekleri de görünmesela HDP önünde bekleyen anneleri görün hain PKK'yı HDP'ye terörist diyenleri görmezsiniz soykırımını unutmadık diyenlere hep birlikte ağlayalım vatana sahip cikalim,saldırgan
susamam susamayanlar bağırın tabi gerçekleri de görünmesela HDP önünde bekleyen anneleri görün hain PKK'nın HDP'nin terörist olduğunu diyenleride görünermeni soykırımını unutmadık diyenleride görün görün vatan hainlerininide artık onlarıda öldürün vatana sahip cikalim,saldırgan
annelerle beraberiz ya sen türkiye cumhuriyetinin 25'i hariç ermeni rum yunan hepimiz onların arkasındayız,saldırgan
"Sizi, bu milletin gerisinden bırakan anneleriyle beraberiz. Türkiye'nin 99%'u senin arkasındayız.",saldırgan
"Seni, annelerinle birlik olarak reddediyoruz ve Türkiye'nin 99'undan farklıyız.",saldırgan
türkler ermeni soykırımı yapmıştır diyen ccanannnnnn u savunan açıkça söylüyorim şerefsizdir türk değildirermeni dölüdür,nefret
"Bu kişi açıkça Türk olmayanların lehine açıklamalar yapıyor, onların yanında duruyor",nefret
Türkiye'nin Ermeni soykırımı iddialarını reddeden biri olarak görülüyor,nefret
pkklı teröristlerin ermeni canilerin yılmaz savunucusu canan kaftancıoğlu 9 yıl 8 ay 20 gün hapse mahkum edildi var olsun devlet var olsun millet,nefret
Terörün Ermeni Canileri Yılmaz Savunucusu! Çanak Kaftancıoğlu 9 Yıl 8 Ay 20 Gün Hapis Ceza Alır!,nefret
PKK'lı Teröristlerin Ermeni Canilerin En Büyük Savunucusu! Canan Kaftancıoğlu 9 Yıl 8 Ay 20 Gündür Hapiste!,nefret
"Devlet Var Olsun Millet, Çanak Kaftancıoğlu'nun Terörün Ermeni Canileri İçin Yapılmış En Büyük Savunma ve Canın 9 Yıl 8 Ay 20 Gün Hapse Mahkum Edilmiştir.",nefret
Ermene canan kaftancıoğluna 6 yıl önce yaptıgı ihanet içerikli paylaşımlardan dolayı verilen cezayı sevinerek öğrendim darısı 5 yıl önce fetö elebaşıyla aynı tabaktan yemek yiyen burhan kuzu diğerleriin başına,nefret
"Ermene canan kaftancıoğlunun aklını yakan bir ihanet, 6 yıl önce neye uğradıkça sormazsın...",nefret
Burhan Kuzu ve Ermene Can Kaftancıoğlu gibi isimler için 5 yıl önce bile bir tabakta yemek yedikleri belli olan iki zeki beyin.,nefret
"Darısı kuzunun ve kaftancıoğlunun başlarına, çünkü 5 yıl önce aynı tabaktan yemeyi becerebilmenin bedelini şimdi ödüyorlar.",nefret
kadının suçunu bile bile savunun yoksa onunla aynı zihniyeti taşımaktadır terörist sevici ermeni sevici devlet düşmanı işte chpkk zihniyeti budur bunlar ülkenin baş belalarıdır adalet dediğin böyle işler arada chpkk hdpkkleştiriliyor canan kaftancıoğlu,saldırgan
"kadının suçunu bilsen bile savunun yoksa seninle aynı terörist zihniyeti vardır, ermeni düşmanı, devlet düşmanı, chpkk zihniyetinin işleri budur",saldırgan
kadınları savunmayanların chpkk hdpkk olduğunu bilir misin?,saldırgan
cana kaftancıoğlu gibi çapkınlar neyin için var?,saldırgan
"Terör örgütü PKK'nın Ermeni soykırımını savunan Canan Kaftancıoğlu'ya 9 yıl 8 ay hapis cezası verildi. Rabbim, devletimize de zeval vermesini nasip etmesin.",nefret
PKK teröristinin ermeni canilerin yılmaz savunucusu Canan Kaftancıoğlu'ya 9 yıl 8 ay hapis cezası geldi. Devleti korusun da bu tür vahşetçilere zeval vermesini nasip etsin.,nefret
Ermeni soykırımını hiçe sayan PKK'nın destekçisi Canan Kaftancıoğlu'ya 9 yıl 8 ay hapis cezası takdir ediyoruz. Devletimize de daha güçlü olmasını diliyoruz.,nefret
PKK destekçisi Ermeni destekçisi Canan cezasını almış,nefret
"PKK'ye destek veren bir kişi, Ermenilere de desteğini gösterince cezalandırıldı",nefret
"Ermeni kökenli biri PKK'nin yanında yer alırsa, gerekli cezayı görür",nefret
Canan adında biri Ermeni olduğu için ve PKK yanlısı olduğu için ceza aldı,nefret
60 yıldır ABD'ye açık ajanlık yapan Amerikan çıkarları ülkemin türlü gelişmesinin önüne set çeken FETÖ teröristleri ABD'nin kara güçleri PKK ölüm mangalarını destek veren Ermeni diasporasının uzantısı faşist LBTCİ Soros'un çocukları ülkemizi germeyi sürdürüyor,nefret
ABD'ye açık ajanlık yapan Amerikan çıkarları ülkemin türlü gelişmesini engelleyen FETÖ teröristlerini devlete karşı kullanmakla ABD'nin kara güçleri PPK'ın ölüm mangaları olan Ermeni diasporası faşist LBTCİ Soros'un çocuklarının ülkeyi körüklemesini sürdürüyor,nefret
FETÖ teröristlerinin ülkeme açık ajanlık yapmasıyla ABD'nin kara güçleri PPK ve Ermeni diasporasının uzantısı faşist LBTCİ Soros'un çocukları ülkeyi daha da kalleştiriyor,nefret
"ABD'nin kara güçleri PPK'ın ölüm mangalarına destek veren FETÖ teröristleri, Amerikan çıkarlarını ülkeme açık ajanlık yapan Ermeni diasporasının uzantısı faşist LBTCİ Soros'un çocuklarıyla ülkenin gelişimine set çekenlerin ülkeyi körüklemesini sürdürüyor",nefret
kaçırılan çocuk aileleri çoğalması lazım korkmayın devlet arkanızdadır çocuklarınızı ermeni kırmalarında isteyin,nefret
"Hadi çocuklarınızı kaybetme kaygısı ne, Devletimiz sizin çocuklarınıza sahip olmak için buradadır. Ailelerinizi korumanın yollarını sormanıza gerek yok, Devlet sizler hesabına çocuklarınızı çaresiz kalacağı yerlere gönderip kaybettirecektir.",nefret
"Korkmayın devlet sizin çocuklarınızı kurtarmak için her zaman yanınızda olacak. Çocuklarınıza sahip olmak istiyorsanız, bizleri bulun, biz hep birlikte çocuklarınızı kaybetme riskini ortadan kaldıracağız.",nefret
devletasker polisşehi̇t düşmanı pkkermeni sevici aşağılık insan sana bile verildi,saldırgan
"Sen bir ahmakçasına devlet askeri olmayı severdin. Polislerin seni seven bir yobazdın, PKK'yi destekleyen bir küfürbazsın ve sana bile verilen böyle bir insan sana verilmez",saldırgan
